variant,post,pre,component,receptor,e_rev_mV,tau_rise_ms,tau_decay_ms,compartment,mechanism,section_list,distance_1,distance_2,port_name
137,Bistratified,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,Bistratified,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,Bistratified,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,Bistratified,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,Bistratified,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,Bistratified,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,Bistratified,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,Bistratified,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,Bistratified,O_LM,A,GABA_A_slow,-60.0,0.6,15.0,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p6__td15__dend
137,Bistratified,Pyramidal,A,AMPA_fast,0.0,0.11,0.25,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p11__td0p25__dend
137,Bistratified,PV_Basket,A,GABA_A_fast,-60.0,0.18,0.45,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p18__td0p45__soma
137,Bistratified,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
137,CCK_Basket,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,CCK_Basket,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,CCK_Basket,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,CCK_Basket,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,CCK_Basket,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,CCK_Basket,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,CCK_Basket,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,CCK_Basket,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,CCK_Basket,O_LM,A,GABA_A_slow,-60.0,0.728,20.2,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p728__td20p2__dend
137,CCK_Basket,Pyramidal,A,AMPA_fast,0.0,0.3,0.6,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p3__td0p6__dend
137,CCK_Basket,PV_Basket,A,GABA_A_fast,-60.0,0.287,2.67,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p287__td2p67__soma
137,CCK_Basket,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
137,Ivy,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,Ivy,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,Ivy,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,Ivy,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,Ivy,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,Ivy,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,Ivy,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,Ivy,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,Ivy,O_LM,A,GABA_A_slow,-60.0,0.25,7.5,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p25__td7p5__dend
137,Ivy,Pyramidal,A,AMPA_fast,0.0,0.3,0.6,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p3__td0p6__dend
137,Ivy,PV_Basket,A,GABA_A_fast,-60.0,0.287,2.67,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p287__td2p67__soma
137,Ivy,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
137,Neurogliaform,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,y3d(x)>200,distance(x)<1000,AMPA_fast__e0__tr2__td6p3__dend
137,Neurogliaform,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,Neurogliaform,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,Neurogliaform,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,Neurogliaform,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,Neurogliaform,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,Neurogliaform,Neurogliaform,A,GABA_A_slow,-60.0,3.1,42.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr3p1__td42__dend
137,Neurogliaform,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,Neurogliaform,O_LM,A,GABA_A_slow,-60.0,1.3,10.2,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr1p3__td10p2__dend
137,Neurogliaform,PV_Basket,A,GABA_A_fast,-60.0,0.287,2.67,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p287__td2p67__soma
137,Neurogliaform,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
137,O_LM,CA3,A,AMPA_fast,0.0,2.0,8.0,dend,MyExp2Sid,dendrite_list,distance(x)>10,distance(x)<1000,AMPA_fast__e0__tr2__td8__dend
137,O_LM,Bistratified,A,GABA_A_slow,-60.0,1.0,8.0,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr1__td8__dend
137,O_LM,CCK_Basket,A,GABA_A_slow,-60.0,1.0,8.0,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr1__td8__dend
137,O_LM,CCK_Basket,A,GABA_A_slow,-60.0,1.0,8.0,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr1__td8__soma
137,O_LM,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,O_LM,O_LM,A,GABA_A_slow,-60.0,0.25,7.5,dend,MyExp2Sid,basal_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p25__td7p5__dend
137,O_LM,Pyramidal,A,AMPA_fast,0.0,0.3,0.6,dend,MyExp2Sid,basal_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p3__td0p6__dend
137,O_LM,PV_Basket,A,GABA_A_fast,-60.0,1.0,8.0,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr1__td8__soma
137,O_LM,SCA,A,GABA_A_slow,-60.0,1.0,8.0,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr1__td8__dend
137,Pyramidal,CA3,A,AMPA_fast,0.0,0.5,3.0,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr0p5__td3__dend
137,Pyramidal,ECIII,A,AMPA_slow,0.0,0.5,3.0,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr0p5__td3__dend
137,Pyramidal,Axo,A,GABA_A_fast,-60.0,0.28,8.4,soma,MyExp2Sid,axon_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p28__td8p4__soma
137,Pyramidal,Bistratified,A,GABA_A_slow,-60.0,0.11,9.7,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p11__td9p7__dend
137,Pyramidal,CCK_Basket,A,GABA_A_slow,-60.0,0.2,4.2,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p2__td4p2__dend
137,Pyramidal,CCK_Basket,A,GABA_A_slow,-60.0,0.2,4.2,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p2__td4p2__soma
137,Pyramidal,Ivy,A,GABA_A_slow,-60.0,1.1,11.0,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr1p1__td11__dend
137,Pyramidal,Neurogliaform,A,GABA_A_slow,-75.0,9.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em75__tr9__td39__dend
137,Pyramidal,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,Pyramidal,O_LM,A,GABA_A_slow,-60.0,0.13,11.0,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p13__td11__dend
137,Pyramidal,Pyramidal,A,AMPA_fast,0.0,0.1,1.5,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p1__td1p5__dend
137,Pyramidal,PV_Basket,A,GABA_A_fast,-60.0,0.3,6.2,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p3__td6p2__soma
137,Pyramidal,SCA,A,GABA_A_slow,-60.0,0.15,3.9,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p15__td3p9__dend
137,PV_Basket,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,PV_Basket,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,PV_Basket,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,PV_Basket,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,PV_Basket,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,PV_Basket,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,PV_Basket,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,PV_Basket,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,PV_Basket,O_LM,A,GABA_A_slow,-60.0,0.25,7.5,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p25__td7p5__dend
137,PV_Basket,Pyramidal,A,AMPA_fast,0.0,0.07,0.2,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p07__td0p2__dend
137,PV_Basket,PV_Basket,A,GABA_A_fast,-60.0,0.08,4.8,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p08__td4p8__soma
137,PV_Basket,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
137,SCA,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,SCA,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,SCA,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,SCA,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,SCA,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,SCA,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,SCA,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,SCA,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,SCA,O_LM,A,GABA_A_slow,-60.0,0.07,29.0,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p07__td29__dend
137,SCA,Pyramidal,A,AMPA_fast,0.0,0.3,0.6,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p3__td0p6__dend
137,SCA,PV_Basket,A,GABA_A_fast,-60.0,0.287,2.67,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p287__td2p67__soma
137,SCA,SCA,A,GABA_A_slow,-60.0,0.2,2.0,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p2__td2__dend
137,Axo,CA3,A,AMPA_fast,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,AMPA_fast__e0__tr2__td6p3__dend
137,Axo,ECIII,A,AMPA_slow,0.0,2.0,6.3,dend,MyExp2Sid,dendrite_list,distance(x)>200,distance(x)<1000,AMPA_slow__e0__tr2__td6p3__dend
137,Axo,Bistratified,A,GABA_A_slow,-60.0,0.287,2.67,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p287__td2p67__dend
137,Axo,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,dend,MyExp2Sid,dendrite_list,distance(x)>-1,distance(x)<50,GABA_A_slow__em60__tr0p432__td4p49__dend
137,Axo,CCK_Basket,A,GABA_A_slow,-60.0,0.432,4.49,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_slow__em60__tr0p432__td4p49__soma
137,Axo,Ivy,A,GABA_A_slow,-60.0,2.9,3.1,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr2p9__td3p1__dend
137,Axo,Neurogliaform,A,GABA_A_slow,-60.0,8.0,39.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr8__td39__dend
137,Axo,Neurogliaform,B,GABA_B,-90.0,180.0,200.0,dend,ExpGABAab,apical_list,distance(x)>200,distance(x)<1000,GABA_B__em90__tr180__td200__dend
137,Axo,O_LM,A,GABA_A_slow,-60.0,0.728,10.0,dend,MyExp2Sid,apical_list,distance(x)>200,distance(x)<1000,GABA_A_slow__em60__tr0p728__td10__dend
137,Axo,Pyramidal,A,AMPA_fast,0.0,0.3,0.6,dend,MyExp2Sid,apical_list,distance(x)>100,distance(x)<1000,AMPA_fast__e0__tr0p3__td0p6__dend
137,Axo,PV_Basket,A,GABA_A_fast,-60.0,0.287,2.67,soma,MyExp2Sid,soma_list,distance(x)>-1,distance(x)<1000,GABA_A_fast__em60__tr0p287__td2p67__soma
137,Axo,SCA,A,GABA_A_slow,-60.0,0.419,4.99,dend,MyExp2Sid,dendrite_list,distance(x)>50,distance(x)<200,GABA_A_slow__em60__tr0p419__td4p99__dend
